"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
-0.0205335287470571,NA,0.433050895990034,NA,-0.706735600109756,-0.793748029263522,NA,-0.709662419634283,-0.797112901561447,NA,NA,NA,-0.706016191660162,NA,-0.489552747423854,1.08239167132227,-0.922260776175062,-0.34626353035635,-0.927558817110859,0.179575494199791,0.431804614662492,NA
NA,1.84599277651136,-1.01407169168997,NA,-0.162915575245385,0.169538414017451,0.232804086651196,0.280094319415412,NA,-0.197338133534921,NA,-0.415636025871868,NA,NA,NA,-0.711058454280794,NA,-1.36158702144197,-1.06496206812475,-0.350187542796119,-0.485913234002132,NA
-0.139976643542223,NA,-0.846039529615138,-0.288177848848228,-0.43482558767757,-0.283772853408889,NA,-0.186894443438966,-0.527055650693451,NA,NA,NA,-0.358220905324071,-0.677612908338274,-0.220569540677079,0.688948241745456,NA,0.13003123080206,NA,-0.494342823393884,NA,-0.487346441537794
NA,NA,NA,-0.911187908200702,-1.00583661378516,-0.873077501063132,NA,NA,-1.08041389820762,-1.04246730890291,-1.07279091247197,-0.999789237018434,NA,-1.12877338825474,NA,2.50879626373203,-1.44505481874789,0.405046993256892,-2.2249983823057,NA,-2.3066899833909,-1.81001185376934
-0.797636738797607,NA,-0.67153986298511,0.0958157726394608,0.380904449618985,0.2564230736075,-0.102258438300383,NA,NA,-0.224425607104408,-0.0140083474588163,-0.346622144386198,NA,NA,1.09941830349282,-0.0674088763733324,NA,-1.08422640104006,1.31664327088081,NA,0.309579686340592,NA
-0.962377688951686,-0.677373000260652,-0.457743343582423,-0.243117372857325,NA,-0.12889150370489,-0.161825109402886,-0.0260427584557914,NA,-0.663242678930093,-0.552778609379878,-0.652255048108452,-0.646287484167739,-0.586440140945373,-0.17754831030054,-0.206284766043095,0.675410327066198,NA,0.0067184634784367,-0.636644098444849,-1.16486510008982,0.0640842246269814
NA,NA,-0.650563507906838,NA,-0.43482558767757,0.173316007912671,0.0354894886241548,0.283985892439198,-0.315731533276491,-0.381532953807431,-0.318304124017714,-0.318687954261046,-0.342044380378206,-0.34258916783896,-0.471459706611291,NA,-0.506713052383319,NA,0.347773267059029,0.272047195513473,0.563689328960102,NA
1.34556005963854,NA,NA,-0.15495557200556,-0.43482558767757,NA,NA,NA,-0.04797754254383,-0.0781532498291797,0.111044711401004,-0.139580499929187,-0.325245681395962,NA,NA,-0.681905994796398,-0.549810944293707,-0.652934875096763,NA,-1.3426011557274,1.15766053244304,-0.421514639490544
-0.77445448710686,NA,-0.257570388908179,-0.730946004237093,-0.706735600109756,-0.789970435368302,-0.716539734044945,NA,-1.04356173604226,NA,-1.06445404188131,NA,NA,-1.11972847085465,NA,0.97588189808794,NA,-0.0108947318174449,-0.254618044843761,-0.495942855578108,-0.56160064796464,-0.257638561022518
0.0260206045051178,-0.353320451940893,-1.2383932755399,0.385770139885266,0.1089944371868,0.388638859940182,0.456179103285581,NA,0.561810578286037,0.273983906574148,0.176697567302411,NA,1.02860502176564,NA,NA,-1.05170609109059,1.68278690260423,-0.276981996704549,1.45312640659536,0.349636057780241,1.04413068419835,NA
1.81690880694988,0.469275941740688,NA,NA,-1.00583661378516,NA,-0.798443906810886,-0.714851183665998,-0.793082196324611,-0.804097541491424,-0.759116156498583,-0.714696178976439,NA,-0.801347378371498,-0.633895006350748,NA,NA,-0.826237914754795,-1.77946486669747,NA,-0.831008133460043,-1.48574333357663
-0.58664980393121,-0.61666011124351,NA,NA,NA,-0.710640963568693,-0.601129308783845,-0.625345004118909,-0.30939756790432,-0.365280469665739,-0.181787868095743,-0.620212888847248,-0.450924836744603,NA,-0.561120775526882,0.590931704738863,NA,0.843445242516727,NA,-0.185358830484721,-0.909240945571618,-0.97517840613182
0.150891874348526,NA,0.705030365117445,NA,NA,-0.555759613864693,-0.534116803793529,-0.464493319135735,NA,0.160216517582303,0.321550693815036,0.161944434657015,0.253376172436891,0.323478549503629,NA,0.125180993763743,-1.18841224744207,-0.46922427362746,NA,-0.513073358883815,0.365855894018315,NA
-1.27872772071519,-0.956673215378837,NA,-0.413563521170738,-0.162915575245385,-0.295105635094548,NA,-0.195974780494468,-0.352007880408013,-0.408620427376918,-0.229724873992007,-0.39756096167324,NA,-0.250331010358048,-0.399891678508263,NA,NA,0.955493377649501,-0.381329708164444,-1.99151579577553,-0.702289894459873,NA
0.954780303632761,NA,NA,0.240792956262364,-0.162915575245385,NA,0.229081169707289,0.594014543334188,0.120736262369438,-0.0131433132624115,0.285076884980922,NA,-0.197700003938183,NA,NA,-0.0421587146151939,0.0940187879186111,0.380516171656671,-0.209979145372875,0.554275094675324,NA,-0.234235668028788
-1.52692951770272,-0.862174930499421,-0.788618909324676,NA,NA,-0.268662477828011,0.00942907001680966,NA,-0.398073083114707,-0.435707900946404,-0.436062421110712,-0.398382555500451,NA,-0.465238247784173,-0.285704487602307,-0.229469005475568,1.20403871010853,NA,0.355900318515017,1.98062759490284,0.198047975642922,0.481160400623074
NA,-0.0919116584490979,-0.911673634777983,NA,-0.43482558767757,-0.397100670265474,-0.299573036327424,-0.301047252136703,0.873326511590057,0.539441147555117,0.761320617472073,NA,1.14744026271411,0.782236760036167,-0.23986878421048,0.0804193433743152,1.28146832407814,NA,NA,0.347350297517063,NA,NA
-0.320622799099667,3.64945949043652,-1.22917154851252,4.63908724320043,4.73146464853395,5.77548775452319,4.84177526320736,NA,3.79155710305914,3.53531572434035,NA,2.6111156335711,2.25304352536032,4.38898802249585,NA,-2.66932327208698,1.05964611306182,NA,2.23822334055208,0.452203200256294,0.919933072310926,2.65881299229256
1.18029762734009,NA,1.18104361863456,-0.76229242231772,-0.978645612541941,NA,-0.723985567932757,-0.76803601499108,-0.0992250805550274,-0.267765564815587,-0.023387326873303,-0.220918288823013,-0.246229578775777,-0.0350619762359182,NA,NA,0.0932956033378017,-1.60593925689653,-0.483318025476914,-0.183034974217156,0.628856612372517,-0.523321690214225
NA,-0.727889395931974,-0.287817653557973,NA,0.924724474483355,NA,0.787518711293254,0.389058364081433,NA,0.160216517582303,NA,0.135653432186283,0.0325043895222,0.305750511399453,-0.280075541571732,NA,NA,1.66665271826121,NA,NA,-0.801547695282741,1.54293268418501
-0.250862710422911,0.138593770415297,NA,-0.536990042363209,-0.43482558767757,-0.635089085664303,-0.463381381859307,-0.54751354364318,NA,-0.820350025633116,-0.755989830027087,NA,-0.648776180313257,-0.79845300480347,-0.417180584173601,NA,0.762182703998699,-1.10385105832024,0.270024474796751,-0.315507480136455,-0.315529372699884,NA
NA,-0.725501970717607,-0.29622786860694,NA,-0.162915575245385,-0.329103980151523,-0.139487607739448,NA,NA,1.29789040750075,NA,1.39926473843582,1.27498594017189,1.69613521414121,0.302520372592807,-1.09072906835317,NA,-0.325376257258515,-0.0098702268151182,NA,NA,NA
1.18238355591758,NA,1.50294337007017,1.92762207922614,0.924724474483355,2.24343746249296,NA,2.41656790947419,NA,3.0098187370923,NA,2.00313620143543,2.52493357925813,NA,2.41739580979465,-1.63636210925404,-0.589361322652287,1.01487239581709,0.695501758156872,0.346042334699799,1.47812870480873,NA
NA,0.156047655946623,0.800444500760697,-0.523275984452935,NA,-0.540649238283815,-0.41870637853243,-0.450224218048518,NA,NA,0.581035790949165,0.204667313671953,0.0797896162870353,0.594102478114306,-0.0597425112320719,-0.784054376454321,1.15650398306723,-1.04090064112555,NA,0.961483285560501,0.346228328890859,0.0359136621159213
NA,NA,0.337341665081906,-0.644743354515367,-0.706735600109756,NA,-0.616020976559471,-0.631830959158553,-0.786172415918607,-0.787845057349732,NA,NA,-0.729036631006201,NA,-0.525336761475368,NA,-0.892483162422012,0.478242635943434,-0.819957606365921,-0.471269343403914,NA,-0.825616501718166
-0.706045511258706,-0.69278188013027,-0.0360276188024964,-0.421400125690895,-0.43482558767757,-0.759749684206547,-0.642081395166816,-0.674638262420205,-0.664099628745867,-0.66866017364399,NA,NA,-0.623267044821701,-0.627323167593777,-0.56876005942552,0.654975296834506,0.496011687202483,0.624633921316519,-0.815465390555279,0.380150957293668,-0.700207758773935,NA
-1.35159299852434,-0.673577850218691,-0.599708757259868,-0.18042453669607,0.380904449618985,NA,0.0168749039046225,NA,-0.426863834806391,-0.468212869229788,NA,-0.451786154269124,-0.426037875289427,-0.472112385008242,-0.324302974669109,-0.0701634394742203,1.24717569307734,0.976615136542045,0.119305216315381,NA,-0.0178068781942593,NA
0.80461714978728,0.086336742017963,NA,NA,NA,NA,NA,NA,NA,2.74436149611134,1.25215387349687,1.55043800264252,2.39987659794587,1.29273189809722,3.6489287877698,NA,0.194404625946616,0.780711273747926,1.08350145265072,1.33622098204042,1.60184014564968,1.05894165241056
NA,NA,NA,-0.248994826247443,0.1089944371868,-0.181777818237963,-0.143210524683354,NA,-0.356614400678682,-0.386950448521328,-0.222430112225185,-0.499438596247325,NA,-0.243095076437976,-0.564739383689395,0.706852901901227,NA,1.58321185008281,0.139348141110814,NA,-1.18975654858955,0.245389652314098
NA,-0.849267615695056,-0.393510940927739,NA,-0.43482558767757,-0.585980365026449,NA,-0.496923094333955,-0.777535190411102,-0.782427562635834,-0.77474778885606,-0.720447335766912,NA,-0.818351823083667,-0.581626221781121,1.01742989152633,NA,NA,-0.438551754673267,NA,-1.12125988439816,-0.362817593465715
0.426803336189314,NA,-0.912558920572611,-0.172587932175913,-0.43482558767757,NA,-0.247452199112734,-0.210243881581685,-0.638763767257185,-0.554892784652146,-0.771621462384565,NA,NA,-0.815095652819634,-0.0299895107847455,NA,NA,NA,0.975586566235549,1.74077515128669,1.64530027364685,0.850068599341039
0.65061399106051,-0.0155520982063251,1.45862989779462,NA,-0.706735600109756,NA,-0.601129308783845,-0.563079835738325,-0.800567791764449,-0.793262552063629,-0.803926835923352,NA,NA,-0.848742745547967,-0.661637668930012,NA,-0.821396072681386,NA,NA,-0.288725989052885,-0.153000610085657,-0.722603576737174
-0.86192126495845,NA,NA,NA,-0.43482558767757,NA,NA,-0.500814667357742,-0.638763767257185,NA,NA,-0.662114174034976,-0.66619705333188,-0.687381419130371,-0.587657235385309,0.924004293021219,-1.23822402863645,NA,-0.373272996101176,-1.5971713557048,-0.826714046782567,-0.359724749305761
NA,NA,1.27559705975526,NA,-0.706735600109756,NA,NA,-0.250456802827478,NA,-0.479047858657583,-0.357904259323324,NA,NA,-0.383472194487365,-0.518903680297568,0.252120443329658,-1.24881770546885,1.07125721075996,-0.499467569832145,-0.215797537989375,NA,-0.45577040080007
-0.724439608714759,NA,-0.00924772351499627,-0.233321617207129,-0.162915575245385,NA,-0.463381381859307,NA,-0.703255051046557,-0.728252615496861,-0.669494797649044,-0.863404661701514,NA,-0.708003830802575,-0.417180584173601,0.239724909375662,0.895805714450111,0.25641907414967,-0.774879560956711,0.398246559377162,-0.63529246977828,NA
-1.23212617999534,-0.829293141789996,-0.752395965561143,NA,1.46854449934772,1.12149207561277,0.925266638217792,1.2607707214096,NA,0.45276123213276,NA,NA,-0.163480431937315,0.288384269991281,0.138074734985287,NA,NA,1.27477284319767,0.675169871531894,0.389446382363926,0.175416840699568,NA
NA,NA,0.561884570380496,-0.654539110165563,NA,-0.6539770551404,-0.526670969905716,-0.566971408762112,-0.72571183736607,-0.733670110210758,-0.686168538830354,-0.71551777280365,-0.679884882132227,-0.725370072210747,-0.558306302511595,0.526658565718147,-0.834032257316337,NA,-0.653771285745156,-0.667590752674654,NA,-0.51741513945388
NA,-0.896188606063466,-0.777847932156701,0.0997340748995393,0.652814462051169,0.241312698026622,0.325877010248856,0.356628588883212,0.685034995526444,0.469013716274452,NA,0.512764998875838,0.295061832874312,NA,-0.0215460917388827,-0.703024311903204,NA,0.920320508443302,NA,NA,NA,NA
-0.84205753600462,NA,NA,-0.442950788121327,-0.162915575245385,-0.525538862702937,-0.213945946617576,-0.434657925953372,-0.532813801031788,-0.576562763507735,-0.660115818234558,-0.496152220938484,-0.281693498849403,-0.698597116706482,-0.370540745634549,0.220672514594522,NA,-0.899668043236046,NA,-0.551816995344684,-0.769419679845217,NA
0.520006417629003,0.353081573538681,-1.02924450655901,NA,0.924724474483355,1.1290472634032,NA,1.27114824947304,NA,-0.116075712826461,-0.239103853406494,-0.379485897474612,-0.457146577108398,-0.260099521150144,NA,-0.972053308089918,NA,-1.15006279724654,-1.10547375620126,NA,NA,-0.836502866541108
2.19875225529982,0.56314645744023,2.8453809125354,NA,-0.978645612541941,-0.748416902520888,NA,-0.665557925364703,NA,NA,NA,-0.698264302432232,-0.779432727952933,-0.652648936314028,NA,0.570272481482205,-0.199799379946649,-1.58350077007986,NA,-1.36369364348929,0.159380832360446,NA
NA,-0.676783277697741,-0.155565792349363,-0.513480228802739,-0.43482558767757,-0.544426832179035,-0.355416790486021,-0.455412982080233,NA,-0.0564832709735903,0.0172549172561389,NA,NA,0.0072682371965005,-0.0199378214444325,-0.761329230871997,NA,-0.421966367309385,-0.230185561729761,-0.0248984600096185,0.295620722891109,-0.241861706156038
NA,0.388312740845511,2.78164033532217,-0.666294016945798,-0.978645612541941,-0.574647583340791,NA,-0.485248375262596,-0.916882428598852,-0.874524972772089,NA,NA,-0.945553195666236,-0.880580854796282,-0.540213261699031,NA,-1.00723496442015,-1.67265948417537,-1.32491365083626,-0.745598670989671,-1.21442145665401,-1.28450748413674
1.52570843678544,0.291027541273627,NA,-0.468419752811837,NA,-0.748416902520888,-0.74260015265229,-0.664260734356774,NA,-0.83118501506091,-0.852905950643448,-0.982535766647017,-0.82547360664501,-0.899032486292465,-0.480707260804379,0.565451996055651,-0.24839933832995,-2.46630371241782,0.101725120797429,NA,NA,NA
-0.77440707963919,-0.600889788512753,NA,-0.466460601681797,NA,NA,-0.400091793812898,-0.45800736409609,NA,-0.679495163071785,-0.545483847613055,-0.740987181447171,-0.657486616822568,-0.579566003721305,-0.576801410897771,0.83195597606655,0.0783823645497632,NA,-0.159335733147899,1.19412288567952,-0.316858070533697,NA
0.379917350663448,0.278662390760971,-0.996882392510938,0.146753702020481,-0.162915575245385,-0.155334660971426,0.221635335819476,-0.051986578614368,0.283691916944369,0.382333800852094,-0.0588190268835856,0.0543156432924572,0.639746249028506,-0.0726888326202903,0.419119968940438,-0.399792823880466,1.39912263716412,-2.05672917853824,NA,NA,1.7256686748055,2.50265227597084
NA,NA,NA,1.77872659334316,2.01236452421209,NA,NA,NA,NA,1.66086255333187,1.79821889718476,NA,1.7248177684742,NA,4.00717099585855,-1.62006427757378,NA,-1.37293252643208,1.35114569354156,0.95407996204143,0.785948404540336,1.67744349138704
-0.34513245988518,NA,NA,NA,NA,0.305531794245353,NA,0.421488139279654,0.947030835920768,NA,NA,0.60806988283224,NA,1.17153000493602,0.0367537064349325,-0.875184505708695,0.489444389387568,0.397489335719766,0.195244195013659,-0.949399595788256,-0.608525062842691,0.259547509335115
-0.77649300821668,NA,NA,0.27605767660307,0.652814462051169,0.169538414017451,0.84336246545185,NA,0.886570257368232,0.804898388536087,NA,1.07062720755167,NA,0.731585222595665,0.134456126822775,NA,-0.714882711245715,1.72873734175236,0.771034859548519,NA,-0.0714358717969518,0.870992750805854
NA,-0.683099016113436,NA,0.27605767660307,0.652814462051169,0.1015417239035,0.694445787695593,NA,NA,0.306488874857532,0.557067288001033,0.390347518621494,NA,0.569500302786062,-0.364911799603973,-0.159686740253076,0.526238848127387,NA,1.12708336016616,0.0414901769675764,-1.03487416201512,1.43358891935313
1.80666879393311,0.348668165971087,-0.0722997451101758,-0.793638840398348,NA,-0.714418557463912,-0.697925149325412,-0.629236577142696,-0.627247466580511,NA,-0.578831329975674,-0.547912632052736,-0.726547934860683,-0.613574893145641,-0.585646897517246,0.557647400603135,NA,NA,-1.60644231753034,-2.9049055969415,-0.536851741761261,-1.28515508327492
0.258506825959967,-0.0194328531364509,-0.967963056553086,0.193773329141422,0.1089944371868,0.207314352969646,0.232804086651196,0.320307240661205,NA,-0.614485226505017,NA,NA,-0.562916163292898,-0.835356267795835,NA,NA,-0.879514703790474,NA,0.0634433815765599,NA,0.923137728580602,NA
-0.0180446366943692,-0.433208835906893,0.411066298756769,NA,-0.978645612541941,-0.944851785072302,-0.861733494857296,-0.866622531593671,-1.04241010597459,-0.999127351191728,-1.08633832718178,NA,-0.876491877628122,NA,-0.658823195914724,1.79283940442626,-1.725523390162,-0.782407108513224,-1.05980447968029,-0.944078853842302,NA,-1.02182787508593
1.06237155151037,NA,-0.623316378449951,0.313281548073815,-0.162915575245385,0.622849681443792,NA,0.748380273277718,NA,-0.479047858657583,-0.227640656344344,-0.455894123405176,-0.599002257402904,NA,-0.216950932514567,NA,-1.13082134562168,0.104129569171238,-0.107019384015022,NA,1.40746081599618,-0.0420662065234936
1.15469759479816,NA,NA,-0.872004885599917,-0.978645612541941,-0.831523968215717,-0.790998072923073,-0.751172531888005,-0.944521550222869,NA,-0.94982207125981,NA,NA,-1.00033556117347,-0.700236155996814,2.20694205725973,-1.40416557163835,NA,NA,-0.8234796026234,0.299230097466486,-1.66406757212762
0.433558900332323,NA,NA,-0.368503045179836,-0.43482558767757,NA,-0.347970956598208,-0.185597252431037,-0.499992344103268,NA,-0.634063097638762,-0.540518287607843,-0.329600899650618,-0.671824161202217,-0.314251285328796,NA,-0.677365067925085,0.0265688832293633,-0.531725785652243,-0.111147813940205,0.662300598653108,-0.661483616695342
1.23054954307054,0.175166080970038,NA,NA,-0.162915575245385,0.668180808186426,0.586481196322307,NA,-0.262756550163792,NA,-0.229724873992007,-0.28253782586379,-0.394929173470456,NA,-0.22539435156043,-0.186543730486732,0.106948155491728,NA,0.710861410142522,-0.29177366940379,0.120250426614837,0.686650306470696
2.36337468678472,0.557410929933206,1.63888392208973,-0.897473850290427,NA,NA,-0.798443906810886,-0.800465790189301,-0.968705781643883,-0.944952404052755,-0.920643024192518,-0.901197977753191,-0.959241024466583,NA,-0.580822086633896,1.0759643574202,NA,-1.51945007338693,-1.6114544745277,NA,-0.765896848806909,NA
1.31159260905281,NA,NA,0.223160596092011,NA,0.388638859940182,0.37427493051964,0.508399936810885,2.24031140191121,1.5904351220512,2.62461119448341,1.78787861870632,1.28307420264482,NA,0.94944709853535,-1.48509068563028,1.15719784935422,NA,NA,NA,NA,NA
NA,NA,-0.260349202652429,-0.292096151108306,-0.162915575245385,-0.306438416780206,-0.0464146841417868,NA,0.744919759045146,0.550276136982912,NA,0.628609728512499,0.568818408881254,0.783322150124177,0.262313615231555,-1.01245356690294,1.61732892527639,-0.230084837762951,0.276199132838634,1.10495283807931,NA,0.241984174087434
-1.14608162617386,0.0296567943987946,-0.938724034058286,-0.0197741440328536,NA,NA,0.176960332492599,NA,0.537050531831188,NA,0.24443464085148,0.343516670470504,0.857507161761301,0.243883276382841,0.406253806584837,NA,NA,0.333781349034486,0.0497595180958116,0.0231406015215078,NA,NA
NA,-0.462266939611635,-0.457349883229255,NA,0.924724474483355,1.0119418526514,0.471070771061207,1.1479151037198,0.0101797758733716,NA,NA,NA,-0.152281299282486,NA,0.784599393354217,-0.133977484644789,NA,NA,0.52668626510017,0.572205614073143,1.43253298776449,0.480747277034921
NA,NA,NA,1.81203216255382,1.19663448691554,2.03189220436067,NA,2.19993701115007,NA,2.94480880052554,NA,2.95700663482666,3.98579821667699,2.49208794534908,2.27305355086776,-2.24007052219862,0.720022997490443,1.33595559824764,2.21143638884668,2.28229715496983,NA,2.80127363719094
-0.769974481412023,-0.624345527869838,-0.0324864756239842,-0.607519483044622,-0.43482558767757,NA,NA,-0.553999498682824,NA,NA,NA,-0.731128055520647,NA,NA,NA,NA,NA,NA,NA,0.2876411599756,NA,0.0570499581260034
NA,-0.618381720661041,-0.117424729364136,0.693356867301425,1.19663448691554,0.668180808186426,NA,NA,1.53033146519428,1.29789040750075,1.48662835885903,NA,0.852529769470265,1.53694466789963,-0.210517851336766,-0.338274247960638,-0.517609684918486,NA,1.43215861383891,1.25864481844178,NA,1.81247907720106
NA,NA,-0.887402049241929,NA,-0.706735600109756,-0.627533897873864,NA,-0.541027588603535,-0.642794472494021,-0.630737710646709,NA,-0.66950851847987,-0.460879621326674,-0.801709175067502,NA,0.884292674983419,NA,NA,-1.42269301097363,0.568370616298256,-0.223396141296254,NA
-0.109209197024238,NA,0.464773636964207,NA,-0.43482558767757,-0.457542172588986,NA,-0.364609611525215,-0.797112901561447,NA,-0.804968944747184,-0.781245278980478,-0.70850488780568,-0.849466338939974,-0.537398788683744,0.35931885733921,-0.874022410082166,1.06250908688047,-0.0827085690397789,0.0742146447354094,1.31241310371187,NA
-0.719414417141713,-0.51585559960264,-0.0571023389690598,0.636541484530287,NA,0.528409834063304,NA,0.649793756675127,1.90000471691551,1.88839733131556,NA,2.21099943971965,NA,1.76560017977389,0.0210730710640444,-0.696137904150984,-0.289024720795138,1.80514363608951,1.47237468635954,1.27696899655159,0.400514035216011,1.80911826098393
-0.932748021657787,-0.661440979407807,-0.204723745223296,NA,-0.162915575245385,-0.400878264160694,-0.165548026346793,-0.304938825160489,NA,0.831985862105574,NA,NA,1.22458984322515,0.951919410461845,0.161394654254813,NA,NA,-0.203804391386831,NA,0.825874208613396,0.295254185557643,0.58958859425958
-0.850282731645407,-0.675204343093817,NA,0.283894281123227,NA,0.0335450337895492,0.616264531873558,NA,NA,-0.067318260401385,-0.107798141603682,-0.165871502399919,-0.164724780010074,NA,-0.438490165575064,0.111408178259304,0.50931241983061,NA,1.090676070708,0.350512265881126,NA,NA
0.0826962321048877,NA,-0.893180998179085,0.0997340748995393,-0.162915575245385,0.294199012559695,0.251418671370728,NA,NA,-0.289435543671176,-0.217219568106025,-0.334298236978043,-0.424171353180289,-0.237306329301919,0.0576612202627835,-0.670658195467772,NA,0.161939336251172,-0.304169295416932,-1.16410867650945,-1.01762908955519,-0.275324716796406
-1.44228348417751,-0.827638113952148,NA,-0.201975199126502,0.380904449618985,-0.166667442657085,NA,NA,-0.0474017275099963,-0.153998175823743,NA,NA,-0.116817379208859,-0.0907786674204693,-0.29575617694262,NA,NA,1.31811664048101,0.631113648381771,1.63222693612198,0.796631440571971,NA
NA,NA,NA,-0.105976793754579,0.380904449618985,NA,NA,-0.0260427584557914,1.20787504624742,0.886160809244547,1.23548013231556,NA,NA,1.27608925008105,NA,-1.16097042742581,1.46474675149025,0.444097896760185,0.306899426163251,NA,0.116149790196692,0.40679815475559
NA,0.283656009237236,NA,-0.213730105906737,NA,-0.0155636868483043,-0.176716777178512,NA,NA,-0.695747647213477,-0.663242144706053,-0.665400549343818,-0.684862274423263,-0.701853286970514,-0.505233382794742,0.356564294238322,-0.457722183415797,0.0507028827154623,-0.322085879381132,NA,NA,-0.32200768225766
-0.851017547394296,0.139516400876625,-0.409150989966169,-0.219607559296855,NA,NA,0.0689957411193126,-0.146681522193172,-0.598456714888827,NA,-0.716389694721477,NA,-0.40177308787063,-0.757569978155065,-0.280477609145345,NA,NA,-1.1350376690164,0.404288117511331,NA,-0.532229298722556,0.510905298970068
NA,-0.599396458796994,0.0605668979002589,-0.299932755628463,-0.162915575245385,-0.604868334502547,-0.537839720737436,-0.516380959452888,-0.193658746103751,NA,-0.105713923956018,-0.499438596247325,-0.282937846922162,-0.12116958988477,-0.559914572806045,NA,-0.660155229454746,NA,-1.15263346742201,0.442361732456499,-0.269271852136889,-0.660501052485681
-0.898448718798369,0.650881956154647,NA,NA,NA,NA,0.716783289359032,0.294363420502629,0.224958783493334,0.393168790279889,NA,0.120864743296497,NA,NA,-0.294952041795395,-0.105054572085467,0.58677135209404,NA,0.96481988648795,-0.169142631284285,-1.26713919771934,1.22539696192895
